Product Name,Product Image,Product URL,Product Description
Ren Standing Mirror,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/renstandingmirror3.png?v=1698714698,https://proof.com.sg/products/ren-standing-mirror,"Ren, floor and wall mirror and mirror clothes rack, is part of the large collection designed by Neri & Hu for the entrance hall, the place where we welcome guests and offer them the first taste of our furnishing style. With their refined craftsmanship and versatile forms, the Ren floor and wall mirrors welcome visitors with true Poltrona Frau elegance but can also be used in other spaces: from the living room to the bedroom, from the bathroom to the study. The free-standing mirror clothes rack consists of an oval mirror, a low shelf and two hooks for hanging clothes."
Lloyd Tex Bookcase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/LloydTexBookcase1.png?v=1698717676,https://proof.com.sg/products/llyod-bookcase,"Lloyd Tex is available in different combinations of widths and heights, to furnish anything from modern home environments and the largest living rooms to smaller spaces, also making the double-sided bookcase a functional space divider.
The horizontal elements on which the fabric louvres slide are created in HPL laminate, a material with a thin but sturdy thickness, veneered in oak with a matte lead finish."
Montera Mas Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Monteramas2.png?v=1698717492,https://proof.com.sg/products/montera-mas-chair-1,"Montera Mas is available with upholstery in Pelle Frau® leather or removable fabric. The padded chair can come with a two-tone leather upholstery: one on the outside of the backrest and one on the inside of the seat.
The solid ash wood base typical of the Montera chair joins a four-legged tubular metal base with a conical section that is available in two finishes: burnished or lacquered titanium. Tapered legs make Montera Mas even lighter and more versatile in its uses, from residential spaces to hospitality.
Capable of projecting a strong decorative presence, Montera Mas interacts elegantly and personally with the most diverse styles, also through colour."
Isadora Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/isadorapol1.png?v=1706078354,https://proof.com.sg/products/isadora-chair-1,"The Isadora chair is inspired by the grace of Isadora Duncan, pioneer of contemporary dance. Created by Roberto Lazzeroni, its original design is shaped by the seamless combination of wood and saddle-leather. The Isadora chair has a solid wood structure. Nevertheless, it traces a sinuous and agile profile thanks to the expert work on its thicknesses. The saddle-leather upholstery totally envelops it and almost appears to fly."
Journey Cushion,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Pier157.png?v=1698369786,https://proof.com.sg/products/journey-cushion-57x35,"Like a refined leather-bound travel diary, the collection of Journey decorative cushions celebrates the atmospheres and memories of once-visited places, summarising them in a sensitive and cultured account notable for its vivid colours. Designed for Poltrona Frau by Giulio Ridolfo in collaboration with Chiara Novello, the Journey decorative cushions depict the fields parched by the sun, the natural flow of watercourses and the yards of villages lit up by lanterns through a precious 3D-effect geometric weave."
Journey Cushion,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Pier1.png?v=1698369399,https://proof.com.sg/products/journey-cushion-47x47,"Like a refined leather-bound travel diary, the collection of Journey decorative cushions celebrates the atmospheres and memories of once-visited places, summarising them in a sensitive and cultured account notable for its vivid colours. Designed for Poltrona Frau by Giulio Ridolfo in collaboration with Chiara Novello, the Journey decorative cushions depict the fields parched by the sun, the natural flow of watercourses and the yards of villages lit up by lanterns through a precious 3D-effect geometric weave."
Homey Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Homey1.png?v=1698716584,https://proof.com.sg/products/homey,"The dining table is produced in four sizes in a rectangular and a square version and supports wooden or marble tops. Homey introduces a more contemporary language of design for a warm and welcoming home, full of elegant and distinctive products."
Tableau,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Hiver.png?v=1698716484,https://proof.com.sg/products/tableau-130-x-130,"Tableau designed by Simona Cremascoli for Poltrona Frau are graphic wall composition, created through the chromatic alphabet of Pelle Frau® leather. Each square is made up of individual panels covered in Pelle Frau® ColorSphere® leathers of different colours and enclosed in the wooden frame. They are available in 4 colour combinations."
Leather Basket,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Leatherbasket_Basket.png?v=1698716114,https://proof.com.sg/products/leather-basket,"Both baskets have two leather handles on the upper edge, with the Poltrona Frau logo stamped on them. These make it easier to move the baskets, while offering a simple and sophisticated design.
Close attention to detail is also paid when it comes to the inside of the baskets. The small basket has a beige fabric lining and a leather bottom coupled with microfibre to give greater stiffness; the backing of the bottom is made with a black jacquard cloth bearing the Poltrona Frau logo. The large basket is lined with an anthracite-coloured waterproof fabric that prevents liquids from escaping, while the lower edge that touches the floor has a black rubber anti-slip profile."
Chambre Close,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/CC-10.jpg?v=1711101214,https://proof.com.sg/products/chambre-close,"Designed in 1988 by Roberto Lazzeroni, who is interested in conceptual art and Radical design. Chambre Close is a unique take on the idea of a valet stand, which turns into a versatile and comfortable furniture piece. It is perfect for the bedroom or wardrobe.
This is an extremely lightweight chair that weighs less than 3 kilos. Chambre Close is made from solid American walnut wood and has an essential structure inspired by Japanese ideograms. It features a number of sleek minimalist sections that slot together to form a backrest composed of a jacket hanger, a pants hanger and two unique lateral hooks for belts and ties.
For added comfort, the seat may be padded and upholstered in a variety of materials, such as fabric, leather or natural leather. In addition there is the shellac finish, which makes the wood glossy and highlights its veining, giving life to unique tactile effects."
Water Illusion Vase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/waterillusion5_6bb4bdc2-57b5-4cfb-86f4-17ec6d5343d8.png?v=1698716034,https://proof.com.sg/products/water-illusion-vase-sunny-side,"The Water Illusion series is entirely handmade in Italy, using 100% recycled glass and the complex technique of Cast Glass, a particular process where crystal and ""cotisso"", a recycled glass, are melted in crucibles at temperatures as high as 1500˚C. The glass is thick and transparent; the surface is smooth but with internal ripples that give it a ""wavy"" texture, like water. The bowls and vases come in two sizes and two paste colours each, to offer iridescent and poetic shades on the horizontal surfaces."
Leather Pot - Large,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Large_d0628267-cb5e-452a-abdf-4e8d27bdcb67.png?v=1698715521,https://proof.com.sg/products/alto-leather-pot,"The Leather Pot vases collection, designed by Poltrona Frau, consists of three simple transparent glass cylinders in different sizes and a series of covers entirely in Pelle Frau®. The covers encase the cylinders forming a kind of grip, the distinctive hallmark of the collection. The covers are distinctive for their contrast stitching and are available in some of the predefined colours of Pelle Frau® ColorSphere® and Nest. The rims of the Leather Pot vases are tinted and finished by hand in tone-on-tone colours."
Zhuang Round Tray,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/roundtray.png?v=1698715789,https://proof.com.sg/products/zhuang-round-tray,In Chinese ‘zhuang’ means to protect something precious. The collection of Zhuang containers designed by Neri & Hu for Poltrona Frau consists of a series of stackable treasure chests with a minimalist and ultra contemporary design. The Zhuang containers can be used freely in the various areas of the home or office to store both valuable objects or everyday items.
Zhuang Oval Tray,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/ovaltray.png?v=1698715769,https://proof.com.sg/products/zhuang-oval-tray,In Chinese ‘zhuang’ means to protect something precious. The collection of Zhuang containers designed by Neri & Hu for Poltrona Frau consists of a series of stackable treasure chests with a minimalist and ultra contemporary design. The Zhuang containers can be used freely in the various areas of the home or office to store both valuable objects or everyday items.
Leather Pot - High,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/High_4cff9a18-2ac9-4aca-90a3-640b1a2623fb.png?v=1698715514,https://proof.com.sg/products/alto-leather-pot-small,"The Leather Pot vases collection, designed by Poltrona Frau, consists of three simple transparent glass cylinders in different sizes and a series of covers entirely in Pelle Frau®. The covers encase the cylinders forming a kind of grip, the distinctive hallmark of the collection. The covers are distinctive for their contrast stitching and are available in some of the predefined colours of Pelle Frau® ColorSphere® and Nest. The rims of the Leather Pot vases are tinted and finished by hand in tone-on-tone colours."
Leather Pot - Small,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/small_edb5d5e8-68f0-44f4-99cd-d81576a78ad3.png?v=1698715503,https://proof.com.sg/products/alto-leather-pot-medium,"The Leather Pot vases collection, designed by Poltrona Frau, consists of three simple transparent glass cylinders in different sizes and a series of covers entirely in Pelle Frau®. The covers encase the cylinders forming a kind of grip, the distinctive hallmark of the collection. The covers are distinctive for their contrast stitching and are available in some of the predefined colours of Pelle Frau® ColorSphere® and Nest. The rims of the Leather Pot vases are tinted and finished by hand in tone-on-tone colours."
Downtown Executive Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/EXECUTIVE1.png?v=1706152682,https://proof.com.sg/products/downtown-executive-chair,"Competent, elegant, timeless… the DownTown chair is for demanding decision-makers looking for comfort and sophistication. A sleek technical seat handcrafted by the Poltrona Frau craftsmen, a guarantee of its quality. Much more than a stunning sculpture, the DownTown chair is a sensual and distinctive Jean-Marie Massaud creation."
Trust Desk,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/trustdesk2.jpg?v=1711956334,https://proof.com.sg/products/trust-desk,"Poltrona Frau presents the Trust executive office system. Desks, self-supporting walls and storage units designed by Lievore, Altherr and Park for a completely new office concept.Trust is a collection that stems from in-depth research into the evolution of contemporary work. Nowadays, in fact, roles are less rigid and hierarchical, with greater emphasis placed on horizontal relationships. Technology increasingly narrows the confines between the home and the office which redefine each other in turn in fluid scenarios where it is necessary to alternate oases of individual concentration with areas of relaxation and places for meeting and exchange.  In this context all Trust elements can be freely combined together, adapting to the working style of the user. Volumes and constructions are airy, light and textural. The forms are soft, organic, tapered. Everything is made from leather, saddle-leather and wood, revisited to suit the office space."
Leather Case,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/leathercase1_488a851c-aa9d-40bf-b136-d29360cc5e4f.png?v=1698714874,https://proof.com.sg/products/leather-case,"Two storage boxes that combine the elegant upholstery in Pelle Frau® leather with the transparency and iridescence of the acrylic lid, cut into sharp edges. Leather Case, already available in the sensual sepia-coloured nubuck leather, are also made of Pelle Frau® Motif Weavers, a multicoloured, digitally printed leather, with a geometric pattern that evokes the world of weaving, wicker and basketry. 
The artisanship of the leather upholstery is extremely accurate: a thickness that adheres by matching the decorative pattern to the clean and perfect cuts of the box. In the monochromatic version, the leather is embellished with visible short-pitch stitching, which forms a delicate and precise graphic design. The Poltrona Frau logo is stamped on the upper base of the box and can be glimpsed with an elegant lens effect from the acrylic lid. The Leather Case boxes come in two sizes: small and large."
Mito Sfera Corda 60,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Productimages_Occhio-08.jpg?v=1693757275,https://proof.com.sg/products/mito-sfera-60,"Mito sfera mirror luminaire offers glare-free and customisable light. You can use gesture control to switch the light on and off, dim it and change the colour temperature. The quality of light is as close as possible to the daylight benchmark and makes colours appear as deep and nuanced as in nature. The luminaire is available in two versions – with a diameter of either 40 cm or 60 cm."
Saint Louis Ceiling Lamp,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/saint1.jpg?v=1698973868,https://proof.com.sg/products/saint-louis-ceiling-lamp,"The Saint Louis pendant lamp was designed in 2015 by Jaime Hayon. Produced by Ceccotti Collezioni, it is perfect above the dining table, on its own or in multiple configurations. It can also be positioned above a bedside table in the bedroom. 
The brass structure joins together the white sphere and the ceramic lampshade, available in a wide array of colours. The main feature of this lamp is that the light can be directed downwards and, at the same time, diffused across the room, illuminating the glass sphere."
"Saarinen Side Table 20""",https://cdn.shopify.com/s/files/1/0093/8033/1583/files/saarinenside207.jpg?v=1698984160,https://proof.com.sg/products/saarinen-side-table-20,"Eero Saarinen vowed to address the ""ugly, confusing, unrestful world"" he observed underneath chairs and tables -- the so-called ""slum of legs."" A five-year design investigation led him to the revolutionary Pedestal Collection, introduced in 1958."
Saarinen Oval Dining Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/SaarinenOval3.jpg?v=1698983694,https://proof.com.sg/products/saarinen-oval-dining-table,"Eero Saarinen vowed to address the ""ugly, confusing, unrestful world"" he observed underneath chairs and tables - the so-called ""slum of legs."" A five-year design investigation led him to the revolutionary Pedestal Collection, introduced in 1958."
Platner Round Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Knoll-27_bff4386c-ee9d-486c-9f28-c7e039b76cd0.jpg?v=1699421171,https://proof.com.sg/products/platner-round-table,"In 1966, the Platner Collection captured the ""decorative, gentle, graceful"" shapes that were beginning to infiltrate the modern vocabulary. The iconic pieces are created by welding hundreds of curved steel rods to circular frames, simultaneously serving as structure and ornament."
Saarinen Tulip Side Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Saarinentulip2.jpg?v=1698982287,https://proof.com.sg/products/saarinen-tulip-side-chair,"Featured in nearly every Florence Knoll interior, the Saarinen Executive Chair remains one of the most popular Knoll designs. Originally introduced in 1950, the chair transformed the notion of what executive seating could be with its fluid, sculptural form and modern finishing. The timeless and versatile design continues to fit seamlessly into work, conference, lounge and dining applications of any decor."
Four Season Stool,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/4seasonstool3.jpg?v=1698981091,https://proof.com.sg/products/four-season-stool,"Originally created for the Four Seasons Restaurant at the Seagram Building in New York, this design is believed to be a collaborative effort between Mies, who designed the building, and Phillip Johnson, who designed the restaurant. The cantilevered frame and lean profile complement the Flat Bar Brno Chair, which was specified throughout the restaurant."
Pilot High Back Armchair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Pilothigh3.jpg?v=1698980973,https://proof.com.sg/products/pilot-high-back-armchair,"Pilot is an innovative swivel lounge chair that marries visual and material lightness with exceptional comfort. The cantilevered seat, which features a unique upholstery substructure for greater flexibility, appears to float in the air, giving the chair a refined silhouette and an essential, timeless appeal. Matching ottoman available, see below."
Pilot Ottoman,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/pilotottoman2.jpg?v=1698980786,https://proof.com.sg/products/pilot-ottoman,"This ottoman pairs with Pilot by Knoll, an innovative swivel lounge chair that marries visual and material lightness with exceptional comfort. The ottoman offers the same refined silhouette and essential, timeless appeal as the accompanying lounge."
"Saarinen Side Table 16""",https://cdn.shopify.com/s/files/1/0093/8033/1583/files/saarinen161.jpg?v=1698979082,https://proof.com.sg/products/saarinen-side-table-16,"Eero Saarinen vowed to address the ""ugly, confusing, unrestful world"" he observed underneath chairs and tables -- the so-called ""slum of legs."" A five-year design investigation led him to the revolutionary Pedestal Collection, introduced in 1958."
Mito Raggio Floor Lamp,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Untitleddesign_3.png?v=1698043456,https://proof.com.sg/products/mito-raggio-floor-lamp,"The quality of light and design combined in this luminaire simply could not be any higher. Control the uplight and the downlight separately and touchlessly, either by gesture using »touchless control« or via Occhio air. The lens optics provide directed, glare-free light. The luminaire foot rotates and the luminaire arm swivels so that you can adjust the lighting precisely to your needs."
Mandrillus Vase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/MandrillusVase1.png?v=1699514907,https://proof.com.sg/products/mandrillus-vase,"A collection in fine ceramic, designed to remind us of the delicate relationship between man and ape. The ape is the animal that best evokes man, in the shape of the body, expressions and movements.This power of similarity to man is what makes it fascinating and what inspired the creation of these vases, whose “soul” is encompassed in the details and colourful textures. They come into our home and seduce us with their vital force."
Pangea Geo Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/AN269551.png?v=1701411094,https://proof.com.sg/products/pangea-geo-rug,"Pangea delves into the roots of History, however, in its being “primitive” it raises cultural references that already belong to us. Made of precious silk and hand carded Tibetan wool this collection of artifacts boasts the refined and today even more precious advantage of being “real”. Thus, spots that appear to have been left by fingerprints then make up hardly Euclidean geometrical shapes that are repeated, appear and fade, and rise up in more or less visible patterns."
Composizione 1956 Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Amini-ManlioRho-Comp1956-charcoal-cover.jpg?v=1701418634,https://proof.com.sg/products/composizione-1956-rug,"The Composizione 1956 carpet references a drawing by artist Manlio Rho. The vibrant, decisive line is the result of a moment in the artist’s production of critical revision of colour and harmony of forms, towards greater concreteness of expression. 
In the carpet, which reproduces the original sketch preserved in the Rho archives, the brushstroke becomes a textural and seductive streak, with a contemporary aesthetic."
Happy Jack Sectional Chaise,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/PF5678146SC51SXB1.png?v=1701756947,https://proof.com.sg/products/happy-jack-sectional-chaise,"Soft, rounded and welcoming, the Happy Jack sofa, designed by Ludovica + Roberto Palomba, invites you to sit down and let your body be enveloped by its shapes. The large cushions encourage relaxation, in a more informal and comfortable dimension of living. A designer sofa with compact dimensions, Happy Jack is the essence of comfort in the living rooms of smaller homes,  and yet it also suits a variety of spaces, from the office, to waiting rooms, to hospitality.
Configurable as a linear seat or able to be combined with the corner module and also the chaise lounge, the system is characterised by curved and enveloping cushions, with an armrest that creates a smile when bent. This comfortable sofa eliminates the lumbar cushion and leaves the backrest and armrests alone to provide support and comfort, creating a modularity with reduced depth. The sensation of softness is also emphasized by the fluid appearance of the upholstery, available in a completely removable fabric cover combined with the leather of the structure, or entirely in Pelle Frau® leather, removable for the seat."
Ren Magazine Rack,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/renmagazine.png?v=1701757455,https://proof.com.sg/products/ren-magazine-rack,"Ren, floor and wall mirror and mirror clothes rack, is part of the large collection designed by Neri & Hu for the entrance hall, the place where we welcome guests and offer them the first taste of our furnishing style. With their refined craftsmanship and versatile forms, the Ren floor and wall mirrors welcome visitors with true Poltrona Frau elegance but can also be used in other spaces: from the living room to the bedroom, from the bathroom to the study."
Fidelio Round Side Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/fidelioround3_fa6af68a-3e23-4b38-8cbc-aa2dd69dd25a.png?v=1701848987,https://proof.com.sg/products/copy-of-fidelio-elliptical-side-table,"The Fidelio side tables were designed as the ideal complement for the Chester line collection of sofas and armchairs.
However, thanks to their clean and linear elegance, they are highly versatile and easy to combine with all of Poltrona Frau’s other furnishings. The Fidelio series also includes a bench, a lamp and Cabinets of different sizes and with different functions. 
Designed by Roberto Lazzeroni, the Fidelio side tables have a recurring geometric feature that distinguishes the construction of the wooden structures, composed of expertly processed junctions and rings. In the Fidelio side tables, the restraint of the design and the painstaking precision of the lines exalt the purity of the materials."
Vanity Fair XC Ottoman,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/vanity2.png?v=1701850277,https://proof.com.sg/products/copy-of-pilot-ottoman,"The company’s most iconic product, the Vanity Fair armchair encapsulates all of the values of timeless elegance, quality materials and consummate craftsmanship that have made the Poltrona Frau brand a renowned name over the years. Officially called “model 904” but known, since 1984, as Vanity Fair, this seat has become one of the universal icons of Italian design. The project, which first went into production in 1930, has been revamped by the Poltrona Frau Style & Design Centre on the basis of designs that Renzo Frau left his wife, Savina. 
To mark the 90th anniversary of the Vanity Fair armchair, the company asked designer Roberto Lazzeroni to revisit it and adjust its proportions to make it even more comfortable and welcoming. The Vanity Fair XC pouf completes the collection. Its curved and organic lines are inspired by the armchair and reinterpret the typical hallmarks of the Art Deco style to make the object a timeless classic. It can also come in a version with practical internal storage compartment."
Vanity Fair XC Armchair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/vanityfair3.png?v=1701929442,https://proof.com.sg/products/copy-of-archibald-armchair,"The company’s most iconic product, the Vanity Fair armchair encapsulates all of the values of timeless elegance, quality materials and consummate craftsmanship that have made the Poltrona Frau brand a renowned name over the years. Officially called “model 904” but known, since 1984, as Vanity Fair, this seat has become one of the universal icons of Italian design. The project, which first went into production in 1930, has been revamped by the Poltrona Frau Style & Design Centre on the basis of designs that Renzo Frau left his wife, Savina. 
To mark the 90th anniversary of the Vanity Fair armchair, the company asked designer Roberto Lazzeroni to revisit it and adjust its proportions to make it even more comfortable and welcoming. The Vanity Fair XC pouf completes the collection. Its curved and organic lines are inspired by the armchair and reinterpret the typical hallmarks of the Art Deco style to make the object a timeless classic. It can also come in a version with practical internal storage compartment."
Archibald 2 Seater Sofa,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/archibaldsofa3.png?v=1702021317,https://proof.com.sg/products/copy-of-happy-jack-sofa,"The Archibald seatings by Jean-Marie Massaud are the perfect combination of substance and form. The Archibald collection boasts a comfortable and enveloping design ideal for meditation and relaxation. 

The breadth and depth of the seat is balanced by the thin feet, which give an agile and slender overall effect. In the Archibald armchair upholstery, pleasantly wavy with its series of vertical folds, is embellished along the edges and external surfaces by contrast stitching, giving it an extra touch of refined elegance."
Trusty Tray,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/TRUSTYTRAY2.png?v=1702028773,https://proof.com.sg/products/copy-of-leather-case,"Trusty is the line of pocket emptier containers designed by Poltrona Frau Style & Design Centre in different sizes and color configurations. Perfect to be placed in any room of the home, from the entryway to the service areas, the stackable containers are suitable for storing small items to have on hand at all times. 
An accessory that celebrates craftsmanship through a design language of understated elegance and essential lines with a great deal of attention to detail."
Knot Small Pendent Light,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/KnotFresa1.png?v=1702981823,https://proof.com.sg/products/knot-small-fresa,"KNOT is a collection of stately pendent lights that appose two dramatically dissimilar materials. The design combines coarse natural fibre with smooth, transparent handblown glass to arouse a contrast as striking as it is dignified.
The light comprises a glass shade, glass diffuser, metal component with LED module, and linen rope and is suspended from the ceiling canopy with a special bracket. The bottom section of the light is engineered as SELV.
KNOTs are well-suited to both private and public interior spaces and make a particularly impressive statement above dining tables. The collection comprises four pendant lights and several colour options. Knot Small expands the Knot collection with smaller versions of each light."
Muffin Lamp,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Muffin1.png?v=1703143058,https://proof.com.sg/products/muffin-lamp,"The timeless Muffins collection represents an extraordinary lighting experience. Since its market debut, it has taken on an iconic status and become a symbol of the Brokis brand. The sublimity of the design lies in the masterful combination of delicately contoured glass and solid wood.
 
*Showroom Displays*"
Lens 9 pcs Pendant Light,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/lens1.png?v=1703132749,https://proof.com.sg/products/lens-9pcs-pendant-light,"Light refracted through a lens is a fundamental principle of optics. Here, two lenses harmoniously encapsulate their interior source, playing a monumental symphony of lights, tone by tone. This Bomma collection is exceptional in its design and material selections, as well as its potential to create unique lighting constellations."
Soap Mini 12 pcs Pendant Light,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/BMSOAPM3.16WHITE.jpg?v=1708851240,https://proof.com.sg/products/copy-of-lens-9pcs-pendant-light,"Varied colours, transparency and continuously changing shapes – the characteristic features of soap bubbles– inspired this BOMMA collection. When lighted, the metallic sheen of its surface transforms to iridescent and translucent, exposing its crystal character.
The entire collection is produced using the technique of hand-blowing without a form. The seemingly perfect droplet of molten glass is given a unique shape as well as a unique colour spectrum."
Monuments Magazine Holder,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/monuments3.png?v=1703146922,https://proof.com.sg/products/monuments-magazine-holder,"A perfect storage addition to any interior space the Monuments Magazine Holder has a contemporary design and an architectural presence with its burnished brass top and black marbled legs.
Designed by Copenhagen based design studio Dubbokk for Danish brand Menu the Monuments Magazine Rack will look good in any modern space whether commercial or residential."
Echasse Bowl,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/BOWL3.png?v=1703147611,https://proof.com.sg/products/echasse-bowl,"Reimagining the classic elegance of glass vases and bowls, the Échasse Collection brings a minimalist silhouette with distinguished, playful edge to modern and traditional spaces. Theresa Rand’s playful concept beautifully interprets the word “échasse”: French for “stilts”. The slender, stilt-like supporting legs delicately suspend the glass forms, creating a sense of lightness while ensuring stability.
The Échasse Bowl—Available in two sizes in smoked glass and brushed brass, offers a modern, centerpiece-worthy take on the traditional serving bowl. Simple and purposeful, this is counter- and tabletop storage that is both modern and elegant."
Echasse Hurricane,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/HURRICANE2.png?v=1703147814,https://proof.com.sg/products/copy-of-echasse-bowl,"Reimagining the classic elegance of glass vases and bowls, the Échasse Collection brings a minimalist silhouette with distinguished, playful edge to modern and traditional spaces. Theresa Rand’s playful concept beautifully interprets the word “échasse”: French for “stilts”. The slender, stilt-like supporting legs delicately suspend the glass forms, creating a sense of lightness while ensuring stability.
The Échasse Hurricane completes the poetic trilogy of enchanting forms. The most recent addition to the family, the clever, orbital shape was designed as a sanctuary for tealight candles, preventing breezes from extinguishing these captivating, round drops of light. In this role, the Échasse Hurricane becomes the ultimate amplification of hygge. By virtue of its inventive shape, the design invites us to explore, imagine and curate our own unique Displays piece for the way we live."
Ellington Border Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/ellington1.png?v=1703150488,https://proof.com.sg/products/topaz-floor-mirror,"A classic double border frames the velvety cut pile ground of Ellington Border, an elegant rug recalling the Art Deco glamour of the 1930s and 1940s. The monochromatic texture and luster in this carpet from Ralph Lauren Rugs is artfully achieved by skilled weavers combining hand-spun high mountain wool and organic viscose yarns in contrasting cut and loop piles."
AER Vase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/aer4.png?v=1703151753,https://proof.com.sg/products/copy-of-ellington-border-rugs,"Designer Gabriel Tan’s appreciation of simplicity, sculptural beauty and functionality come together in the Aer Collection. The rippled, asymmetrical silhouette of the Aer Vase is perfect for admiring from afar and exploring up close. Undulating in liquid-like waves, it was designed to resemble the spiralling movement of air seen through smoke or mist. 
Tapering gently to its base, the smoke-coloured glass has a tactile, almost ethereal quality, gently embracing a bouquet or adding sculptural appeal to a space as a standalone object. Each mouth-blown vase Displayss different visual characteristics that reflect its uniqueness."
Duo 3-Seater Sofa,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Duosofa1.png?v=1705996902,https://proof.com.sg/products/duo-3-seater-sofa,"Poltrona Frau and Ceccotti Collezioni co-sign the DUO Collection, expressing their synergy in a shared design vision. Inspired by the Italian-style Dolce Vita, the products of the collection include luxury upholstered furniture with rounded shapes and exquisite wooden furniture for the living room. All designed by Roberto Lazzeroni, the objects encapsulate the savoir faire of the two Made in Italy excellences in the name of romanticism and timeless charm. The objects, with their retro flair, speak of the past and the present, of memory and of innovation."
Archibald King Armchair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/archibaldking1_991c314a-ca17-4480-a3ae-d0f090a9d5c8.png?v=1706005130,https://proof.com.sg/products/archibald-king-armchair-1,"The Archibald seatings by Jean-Marie Massaud are the perfect combination of substance and form. The Archibald collection boasts a comfortable and enveloping design ideal for meditation and relaxation. 
The breadth and depth of the seat is balanced by the thin feet, which give an agile and slender overall effect. In the Archibald armchair upholstery, pleasantly wavy with its series of vertical folds, is embellished along the edges and external surfaces by contrast stitching, giving it an extra touch of refined elegance."
Duo Lounge Armchair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/duo1.png?v=1706007891,https://proof.com.sg/products/duo-lounge-armchair,"The DUO armchair is an elegant and comfortable upholstered seat designed to provide a relaxing experience. This modern Italian armchair is upholstered in Pelle Frau® leather or removable fabric with tone-on-tone stitching.
The frame is solid ash wood, available in multiple finishes, with a triangular cross-section. The wooden structure is visible on the sides and legs. The padding is made of polyurethane foam. The springing of the seat is obtained by elastic belts, which ensure excellent flexibility and durability.
The DUO armchair is ideal for furnishing the living room or office with its sleek design and sturdy structure."
Bob Bistrot Square Small Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/bistrot3.png?v=1706079105,https://proof.com.sg/products/bob-bistrot-square-small-table,"The family of Bob side tables, designed by Jean-Marie Massaud and produced by Poltrona Frau since 2006, has been further expanded with the Bob Bistrot line, a series of even more versatile solutions that cater for all requirements also in the hospitality sector.
The Bob Bistrot side tables maintain all of the most distinctive features of the original series - outstanding functionality, refined materials and clean designs with the typical cross-shaped base - and come in six different variants notable for their original and sophisticated blends of materials."
Mamy Blue Bed 180,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/MAMYBLUE3.png?v=1706083391,https://proof.com.sg/products/mamy-blue-bed-180,"Designed by Roberto Lazzeroni, who calibrates its generous dimensions with a soft and rounded design, the Mamy Blue Bed is akin to a sculpture, expertly modelled and processed by the Poltrona Frau craftsmen. Mamy Blue Bed is designed to grab the spotlight, the curves of its striking headboard, which envelop the bed surface, inspired by the armchair from which it takes its name."
